,,,,,,,
ISO 9001:2015 CERTIFIED,,,,,,,
CUSTOMS AND BORDER CONTROL DEPARTMENT,,,,,,,
MODEL,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) 
ALFA ROMEO,,,,,,,
,,,,,,,
Discovery sport Si4 HSE,2000,ESTATE,4WD,,Petrol,,"10,733,965"
Discovery sport Si4 HSE LUXURY,2000,ESTATE,4WD,,Petrol,,"11,679,833"
Discovery Sport SD4 Pure,2000,ESTATE,4WD,,Diesel,,"8,795,140"
Discovery Sport SD4 SE,2000,ESTATE,4WD,,Diesel,,"9,767,916"
Discovery Sport SD4 HSE,2000,ESTATE,4WD,,Diesel,,"10,733,965"
Discovery Sport SD4 HSE LUXURY,2000,ESTATE,4WD,,Diesel,,"11,679,833"
Discovery Sport 1999cc T/C 180ps Diesel AWD 5 Door Auto,2000,SUV,4WD,,Diesel,," 10,332,346 "
Discovery Sport 1999cc T/C 180ps Diesel AWD 5 Door Auto S,2000,SUV,4WD,,Diesel,," 11,302,185 "
Discovery Sport 1997cc T/C 249ps Petrol AWD 5 Door Auto,2000,SUV,4WD,,Petrol,," 10,333,794 "
Discovery Sport 1997cc T/C 249ps Petrol AWD 5 Door Auto S,2000,SUV,4WD,,Petrol,," 11,171,425 "
Discovery Sport 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic S,2000,SUV,4WD,,Petrol,," 11,612,918 "
Discovery Sport 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic SE,2000,SUV,4WD,,Petrol,," 13,606,151 "
Discovery Sport 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic HSE,2000,SUV,4WD,,Petrol,," 11,743,919 "
Discovery Sport 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic S,2000,SUV,4WD,,Diesel,," 11,743,919 "
Discovery Sport 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic SE,2000,SUV,4WD,,Diesel,," 12,469,608 "
Discovery Sport 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic HSE,2000,SUV,4WD,,Diesel,," 13,736,910 "
Range Rover Evogue SD4 S,2000,ESTATE,4WD,,Diesel,,"9,364,896"
Range Rover Evogue SD4 SE,2000,ESTATE,4WD,,Diesel,,"11,215,332"
Range Rover Evogue SD4 HSE,2000,ESTATE,4WD,,Diesel,,"12,933,510"
Range Rover Evogue Si4 S,2000,ESTATE,4WD,,Petrol,,"10,174,821"
Range Rover Evogue Si4 SE,2000,ESTATE,4WD,,Petrol,,"11,202,831"
Range Rover Evogue Si4 SE Plus,2000,ESTATE,4WD,,Petrol,,"11,740,598"
Range Rover Evogue Si4 SE Dynamic Special Edition,2000,ESTATE,4WD,,Petrol,,"12,572,550"
Range Rover Evogue Si4 HSE ,2000,ESTATE,4WD,,Petrol,,"12,930,930"
Range Rover Evogue Si4 HSE DYNAMIC,2000,ESTATE,4WD,,Petrol,,"13,516,124"
Range Rover Evogue Si4 Autobiography,2000,ESTATE,4WD,,Petrol,,"14,590,965"
Range Rover Evogue Si4 Coupe HSE Dynamic,2000,ESTATE,4WD,,Petrol,,"13,516,124"
Range Rover Evogue Si4 Convertible HSE Dynamic,2000,ESTATE,4WD,,Petrol,,"13,923,518"
Range Rover  Si4 ,2000,ESTATE,4WD,,Petrol,,"17,850,000"
Range Rover Evogue TD4 S,2000,ESTATE,4WD,,Diesel,,"8,649,600"
Range Rover Evogue TD4 SE,2000,ESTATE,4WD,,Diesel,,"10,812,000"
Range Rover Evogue TD4 HSE,2000,ESTATE,4WD,,Diesel,,"11,945,098"
Range Rover Evogue SD4 SE Plus,2000,ESTATE,4WD,,Diesel,,"11,752,901"
Range Rover Evogue SD4 SE Dynamic Special Edition,2000,ESTATE,4WD,,Diesel,,"12,584,754"
Range Rover Evogue SD4 HSE DYNAMIC,2000,ESTATE,4WD,,Diesel,,"13,528,427"
Range Rover Evogue SD4 Coupe HSE Dynamic,2000,ESTATE,4WD,,Diesel,,"13,528,427"
Range Rover Evogue SD4 Convertible HSE Dynamic,2000,ESTATE,4WD,,Diesel,,"13,528,527"
Range Rover Evogue SD4 Autobiography,2000,ESTATE,4WD,,Diesel,,"14,603,070"
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto ,2000,SUV,4WD,,Diesel,," 10,498,811 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto S ,2000,SUV,4WD,,Diesel,," 11,470,579 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto SE (L551),2000,SUV,4WD,,Diesel,," 12,527,991 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic S ,2000,SUV,4WD,,Diesel,," 11,967,560 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic SE ,2000,SUV,4WD,,Diesel,," 13,024,731 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto R Dynamic HSE ,2000,SUV,4WD,,Diesel,," 14,039,201 "
Range Rover Evoque 1999cc T/C 180ps Diesel AWD 5 Door Auto First Edition ,2000,SUV,4WD,,Diesel,," 14,820,619 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto ,2000,SUV,4WD,,Petrol,," 11,193,621 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto S ,2000,SUV,4WD,,Petrol,," 12,028,597 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto First Edition ,2000,SUV,4WD,,Petrol,," 15,137,143 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto SE ,2000,SUV,4WD,,Petrol,," 13,085,768 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic S ,2000,SUV,4WD,,Petrol,," 12,525,579 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic SE ,2000,SUV,4WD,,Petrol,," 13,582,750 "
Range Rover Evoque 1997cc T/C 249ps Petrol AWD 5 Door Auto R Dynamic HSE ,2000,SUV,4WD,,Petrol,," 14,597,460 "
Range Rover Sport 4.2P,4200,ESTATE,4WD,,Petrol,,"18,128,893"
Range Rover Sport SDV8 HSE DYNAMIC,4400,ESTATE,4WD,,Diesel,,"25,704,207"
Range Rover Sport SDV8 AutoBiography Dynamic,4400,ESTATE,4WD,,Diesel,,"28,911,887"
Range Rover Sport SDV6 S,3000,ESTATE,4WD,,Diesel,,"18,201,613"
Range Rover Sport SDV6 SE,3000,ESTATE,4WD,,Diesel,,"18,785,342"
Range Rover Sport SDV6 HSE,3000,ESTATE,4WD,,Diesel,,"21,247,652"
Range Rover Sport SDV6 AUTOBIOGRAPHY DYNAMIC,3000,ESTATE,4WD,,Diesel,,"21,672,000"
Range Rover Sport SDV8 HSE Dynamic ,4400,ESTATE,4WD,,Diesel,,"26,894,022"
Range Rover Sport TDV6 S,3000,ESTATE,4WD,,Diesel,,"18,161,657"
Range Rover Sport TDV6 SE ,3000,ESTATE,4WD,,Diesel,,"18,827,176"
Range Rover Sport TDV6 HSE ,3000,ESTATE,4WD,,Diesel,,"21,896,824"
Range Rover sport 3.6L SDV8 S,3600,ESTATE,4WD,,Diesel,,"17,030,272"
Range Rover sport 3.6L SDV8 SE,3600,ESTATE,4WD,,Diesel,,"17,556,981"
Range Rover Sport 3.6L SDV8 HSE,3600,ESTATE,4WD,,Diesel,,"18,089,010"
Range Rover sport 4.2 L SDV8 SC,4200,ESTATE,4WD,,Diesel, ,"18,621,041"
Range Rover sport 3.6L TDV8 S,3600,ESTATE,4WD,,Diesel,,"17,067,821"
Range Rover sport 3.6L TDV8 SE,3600,ESTATE,4WD,,Diesel,,"17,595,691"
Range Rover Sport 3.6L TDV8 HSE,3600,ESTATE,4WD,,Diesel,,"18,128,893"
Range Rover sport 4.2 L TDV8 SC,4200,ESTATE,4WD,,Diesel, ,"18,662,096"
Range Rover Sport V6 Supercharged S,3000,ESTATE,4WD,,Petrol,,"17,599,116"
Range Rover Sport V6 Supercharged SE,3000,ESTATE,4WD,,Petrol,,"18,761,748"
Range Rover Sport V6 Supercharged HSE,3000,ESTATE,4WD,,Petrol,,"20,827,076"
Range Rover Sport V6 Supercharged HST,3000,ESTATE,4WD,,Petrol,,"21,588,962"
Range Rover Sport V6 AB Dynamic,3000,ESTATE,4WD,,Petrol,,"24,046,503"
Range Rover Sport V8 Supercharged HSE Dynamic,5000,ESTATE,4WD,,Petrol,,"24,692,778"
Range Rover Sport V8 AutoBiography Dynamic,5000,ESTATE,4WD,,Petrol,,"27,872,345"
Range Rover Sport V8 Supercharged Autobiography Dynamic,5000,ESTATE,4WD,,Petrol,,"28,601,932"
Range Rover Sport V8 Supercharged SVR,5000,ESTATE,4WD,,Petrol,,"32,327,696"
Range Rover Sport 2993cc T/C 258ps Diesel AWD Auto 5 Door S,3000,SUV,4WD,,Diesel,," 18,687,611 "
Range Rover Sport 2993cc T/C 258ps Diesel AWD Auto 5 Door SE,3000,SUV,4WD,,Diesel,," 19,339,240 "
Range Rover Sport 2993cc T/C 258ps Diesel AWD Auto 5 Door HSE,3000,SUV,4WD,,Diesel,," 21,910,738 "
Range Rover Sport 4395cc T/C 339ps Diesel AWD Auto 5 Door Dynamic HSE,4400,SUV,4WD,,Diesel,," 26,565,012 "
Range Rover Sport 4395cc T/C 339ps Diesel AWD Auto 5 Door Autobiography Dynamic,4400,SUV,4WD,,Diesel,," 29,914,990 "
Range Rover Sport 2996cc T/C 360ps Petrol AWD Auto 5 Door S,3000,SUV,4WD,,Petrol,," 17,168,977 "
Range Rover Sport 2996cc T/C 360ps Petrol AWD Auto 5 Door SE,3000,SUV,4WD,,Petrol,," 18,298,041 "
Range Rover Sport 2996cc T/C 360ps Petrol AWD Auto 5 Door HSE,3000,SUV,4WD,,Petrol,," 20,304,060 "
Range Rover Sport 2996cc T/C 400ps Petrol AWD Auto 5 Door Autobiography Dynamic,3000,SUV,4WD,,Petrol,," 23,431,183 "
Range Rover Sport 5000cc T/C 525ps Petrol AWD Auto 5 Door Dynamic HSE,5000,SUV,4WD,,Petrol,," 25,508,708 "
Range Rover Sport 5000cc T/C 525ps Petrol AWD Auto 5 Door Autobiography Dynamic,5000,SUV,4WD,,Petrol,," 28,829,373 "
Range Rover Sport 5000cc T/C 525ps Petrol AWD Auto 5 Door SVR,5000,SUV,4WD,,Petrol,," 33,482,610 "
Range Rover SDV8 Vogue Autobiography-SWB,4400,ESTATE,4WD,,Diesel,,"36,549,817"
Range Rover TDV6 Vogue -SWB,3000,ESTATE,4WD,,Diesel,,"24,499,307"
RANGE ROVER VOGUE TDV6,3000,ESTATE,4WD,,Diesel,,"24,299,307"
Range Rover TDV6 Vogue se,3000,ESTATE,4WD,,Diesel,,"26,399,058"
Range Rover TDV8 VOGUE,3600,ESTATE,4WD,,Diesel,,"20,416,333"
Range Rover V6 (340PS) Vogue-SWB,3000,ESTATE,4WD,,Petrol,,"26,320,764"
Range Rover V6 (340PS) Vogue SWB,3000,ESTATE,4WD,,Diesel,,"26,664,794"
Range Rover V6 (380PS) Vogue SE-SWB,3000,ESTATE,4WD,,Petrol,,"30,388,570"
Range Rover V6 (380PS)Vogue SE SWB,3000,ESTATE,4WD,,Diesel,,"30,948,028"
Range Rover SDV8 Vogue SE -SWB,4400,ESTATE,4WD,,Diesel,,"30,937,457"
Range Rover tDV8 Vogue AUTOBIOGRAPHY,4000,ESTATE,4WD,,Diesel,,"35,533,800"
Range Rover SDV8 Autobiography SWB,4400,ESTATE,4WD,,Diesel,,"34,026,415"
Range Rover V6 (380PS) Vogue LWB,3000,ESTATE,4WD,,Petrol,,"29,798,705"
Range Rover V6 (380PS)Vogue SE LWB,3000,ESTATE,4WD,,Petrol,,"34,517,772"
Range Rover V6 (380PS) Autobiography-SWB,3000,ESTATE,4WD,,Petrol,,"36,001,131"
Range Rover V6  (380PS) Autobiography SWB,3000,ESTATE,4WD,,Diesel,,"36,043,535"
Range Rover V6 (380PS) Autobiography - LWB,3000,ESTATE,4WD,,Petrol,,"37,568,977"
Range Rover V6 SV Autobiography-LWB,3000,ESTATE,4WD,,Petrol,,"50,891,254"
Range Rover V8 Super charged Vogue SWB,5000,ESTATE,4WD,,Petrol,,"31,037,109"
Range Rover V8 Supercharged Vogue SE-SWB,5000,ESTATE,4WD,,Petrol,,"31,037,355"
Range Rover V8 Supercharged Autobiography-SWB,5000,ESTATE,4WD,,Petrol,,"36,649,715"
Range Rover V8 Supercharged SVA Dynamic-SWB,5000,ESTATE,4WD,,Petrol,,"44,803,199"
Range Rover V8 Supercharged Vogue SE -LWB,5000,ESTATE,4WD,,Petrol,,"32,284,724"
Range Rover V8 Supercharged Vogue HSE LWB,5000,ESTATE,4WD,,Petrol,,"32,971,517"
Range Rover V8 Supercharged Autobiography -LWB,5000,ESTATE,4WD,,Petrol,,"38,192,662"
Range Rover V8 Supercharged SV Autobiography -LWB,5000,ESTATE,4WD,,Petrol,,"52,762,610"
Range Rover SDV8 Vogue SE -LWB,4400,ESTATE,4WD,,Diesel,,"32,184,927"
Range Rover SDV8 Vogue Autobiography-LWB,4400,ESTATE,4WD,,Diesel,,"38,092,764"
Range Rover SDV8 Autobiography LWB,4400,ESTATE,4WD,,Diesel,,"38,191,532"
Range Rover SDV8 SV Autobiography -LWB,4400,ESTATE,4WD,,Diesel,,"52,234,710"
Range Rover 4395cc T/C 339ps Diesel AWD Auto 5 Door Vogue SE,4400,SUV,4WD,,Diesel,," 32,085,965 "
Range Rover 2993cc T/C 258ps Diesel AWD Auto 5 Door Vogue,3000,SUV,4WD,,Diesel,," 25,361,884 "
Range Rover 2996cc T/C 360ps Petrol AWD Auto 5 Door Vogue,3000,SUV,4WD,,Petrol,," 25,691,242 "
Range Rover 2996cc T/C 400ps Petrol AWD Auto 5 Door Vogue SE,3000,SUV,4WD,,Petrol,," 29,642,243 "
Range Rover 5000cc T/C 525ps Petrol AWD Auto 5 Door Vogue SE,5000,SUV,4WD,,Petrol,," 32,189,987 "
Range Rover 4395cc T/C 339ps Diesel AWD Auto 5 Door LWB Vogue SE,4400,SUV,4WD,,Diesel,," 33,388,446 "
Range Rover 2996cc T/C 400ps Petrol AWD Auto 5 Door LWB Vogue SE,3000,SUV,4WD,,Petrol,," 30,878,182 "
Range Rover 5000cc T/C 525ps Petrol AWD Auto 5 Door LWB Vogue SE,5000,SUV,4WD,,Petrol,," 33,492,728 "
Range Rover 4395cc T/C 339ps Diesel AWD Auto 5 Door LWB Autobiography,4400,SUV,4WD,,Diesel,," 39,655,192 "
Range Rover 4395cc T/C 339ps Diesel AWD Auto 5 Door LWB SVAutobiography,4400,SUV,4WD,,Diesel,," 53,678,717 "
Range Rover 2993cc T/C 400ps Petrol AWD Auto 5 Door Autobiography,3000,SUV,4WD,,Petrol,," 35,183,344 "
Range Rover 2996cc T/C 400ps Petrol AWD Auto 5 Door LWB Autobiography,3000,SUV,4WD,,Petrol,," 36,706,133 "
Range Rover 2996cc T/C 400ps Petrol AWD Auto 5 Door LWB SVAutobiography,3000,SUV,4WD,,Petrol,," 49,748,276 "
Range Rover 5000cc T/C 525ps Petrol AWD Auto 5 Door Autobiography,5000,SUV,4WD,,Petrol,," 38,148,039 "
Range Rover 5000cc T/C 525ps Petrol AWD Auto 5 Door LWB Dynamic SVAutobiography,5000,SUV,4WD,,Petrol,," 55,085,739 "
Range Rover 4395cc T/C 339ps Diesel AWD Auto 5 Door Autobiography,4400,SUV,4WD,,Diesel,," 38,043,759 "
Range Rover 5000cc T/C 525ps Petrol AWD Auto 5 Door Dynamic SVAutobiography,5000,SUV,4WD,,Petrol,," 46,773,052 "
Range Rover Velar 180ps Base,2000,ESTATE,4WD,,Diesel,," 12,953,691 "
Range Rover Velar 180ps S,2000,ESTATE,4WD,,Diesel,," 14,136,426 "
Range Rover Velar 180ps SE,2000,ESTATE,4WD,,Diesel,," 14,966,446 "
Range Rover Velar 180ps HSE,2000,ESTATE,4WD,,Diesel,," 16,265,071 "
Range Rover Velar 180ps R-Dynamic Base,2000,ESTATE,4WD,,Diesel,," 13,537,729 "
Range Rover Velar 180ps R-Dynamic S,2000,ESTATE,4WD,,Diesel,," 14,720,234 "
Range Rover Velar 180ps R-Dynamic SE,2000,ESTATE,4WD,,Diesel,," 15,550,484 "
Range Rover Velar 180ps R-Dynamic HSE,2000,ESTATE,4WD,,Diesel,," 16,884,380 "
Range Rover Velar 250ps Base,2000,ESTATE,4WD,,Diesel,," 12,723,511 "
Range Rover Velar 250ps S,2000,ESTATE,4WD,,Diesel,," 13,906,016 "
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door SE,2000,ESTATE,4WD,,Petrol,," 14,736,267 "
Range Rover Velar 250ps HSE,2000,ESTATE,4WD,,Petrol,," 16,034,891 "
Range Rover Velar 250ps R-Dynamic Base,2000,ESTATE,4WD,,Petrol,," 13,307,550 "
Range Rover Velar 250ps R-Dynamic S,2000,ESTATE,4WD,,Petrol,," 14,490,054 "
Range Rover Velar 250ps R-Dynamic HSE,2000,ESTATE,4WD,,Petrol,," 16,654,429 "
Range Rover Velar 300ps Base,2000,ESTATE,4WD,,Petrol,," 13,519,864 "
Range Rover Velar 300ps S,2000,ESTATE,4WD,,Petrol,," 14,702,140 "
Range Rover Velar 300ps SE,2000,ESTATE,4WD,,Petrol,," 15,532,619 "
Range Rover Velar 300ps HSE,2000,ESTATE,4WD,,Petrol,," 16,831,016 "
Range Rover Velar 300ps R-Dynamic Base,2000,ESTATE,4WD,,Petrol,," 14,103,673 "
Range Rover Velar 300ps R-Dynamic S,2000,ESTATE,4WD,,Petrol,," 15,286,178 "
Range Rover Velar 300ps R-Dynamic SE,2000,ESTATE,4WD,,Petrol,," 16,116,657 "
Range Rover Velar 300ps R-Dynamic HSE,2000,ESTATE,4WD,,Petrol,," 17,450,554 "
Range Rover Velar 340ps Base,3000,ESTATE,4WD,,Petrol,," 14,430,964 "
Range Rover Velar 340ps S,3000,ESTATE,4WD,,Petrol,," 15,613,240 "
Range Rover Velar 340ps SE,3000,ESTATE,4WD,,Petrol,," 16,443,489 "
Range Rover Velar 340ps HSE,3000,ESTATE,4WD,,Petrol,," 17,742,343 "
Range Rover Velar 340ps R-Dynamic Base,3000,ESTATE,4WD,,Petrol,," 15,015,001 "
Range Rover Velar 340ps R-Dynamic S,3000,ESTATE,4WD,,Petrol,," 16,197,277 "
Range Rover Velar 340ps R-Dynamic SE,3000,ESTATE,4WD,,Petrol,," 17,027,526 "
Range Rover Velar 340ps R-Dynamic HSE,3000,ESTATE,4WD,,Petrol,," 18,361,882 "
Range Rover Velar 380ps Base,3000,ESTATE,4WD,,Petrol,," 14,964,384 "
Range Rover Velar 380ps S,3000,ESTATE,4WD,,Petrol,," 16,146,660 "
Range Rover Velar 380ps SE,3000,ESTATE,4WD,,Petrol,," 16,976,910 "
Range Rover Velar 380ps HSE,3000,ESTATE,4WD,,Petrol,," 18,275,307 "
Range Rover Velar 380ps R-Dynamic Base,3000,ESTATE,4WD,,Petrol,," 15,548,423 "
Range Rover Velar 380ps R-Dynamic S,3000,ESTATE,4WD,,Petrol,," 16,730,698 "
Range Rover Velar 380ps R-Dynamic SE,3000,ESTATE,4WD,,Petrol,," 17,560,948 "
Range Rover Velar 380ps R-Dynamic HSE,3000,ESTATE,4WD,,Petrol,," 18,895,074 "
Range Rover Velar  AWD Auto 5 Door SVAutobiography Dyn,2000,ESTATE,4WD,,Petrol,," 23,226,344 "
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door,2000,SUV,4WD,,Diesel,,"13,644,752"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door S,2000,SUV,4WD,,Diesel,,"14,890,583"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door SE,2000,SUV,4WD,,Diesel,,"15,764,883"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door HSE,2000,SUV,4WD,,Diesel,,"17,132,789"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door R Dynamic,2000,SUV,4WD,,Diesel,,"14,259,947"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door R Dynamic S,2000,SUV,4WD,,Diesel,,"15,505,537"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door R Dynamic SE,2000,SUV,4WD,,Diesel,,"16,380,079"
Range Rover Velar 1999cc T/C 180ps Diesel AWD Auto 5 Door R Dynamic HSE,2000,SUV,4WD,,Diesel,,"17,785,137"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door,2000,SUV,4WD,,Petrol,,"13,402,292"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door S,2000,SUV,4WD,,Petrol,,"14,647,882"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door SE,2000,SUV,4WD,,Petrol,,"15,522,425"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door HSE,2000,SUV,4WD,,Petrol,,"16,890,329"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door R Dynamic,2000,SUV,4WD,,Petrol,,"14,017,488"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door R Dynamic S,2000,SUV,4WD,,Petrol,,"15,263,077"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door R Dynamic SE,2000,SUV,4WD,,Petrol,,"16,137,620"
Range Rover Velar 1997cc T/C 250ps Petrol AWD Auto 5 Door R Dynamic HSE,2000,SUV,4WD,,Petrol,,"17,542,918"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door,2000,SUV,4WD,,Petrol,,"14,241,129"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door S,2000,SUV,4WD,,Petrol,,"15,486,477"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door SE,2000,SUV,4WD,,Petrol,,"16,361,261"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door HSE,2000,SUV,4WD,,Petrol,,"17,728,925"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door R Dynamic,2000,SUV,4WD,,Petrol,,"14,856,083"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door R Dynamic S,2000,SUV,4WD,,Petrol,,"16,101,673"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door R Dynamic SE,2000,SUV,4WD,,Petrol,,"16,976,457"
Range Rover Velar 1997cc T/C 300ps Petrol AWD Auto 5 Door R Dynamic HSE,2000,SUV,4WD,,Petrol,,"18,381,515"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door,2000,SUV,4WD,,Petrol,,"15,200,834"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door S,2000,SUV,4WD,,Petrol,,"16,446,183"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door SE,2000,SUV,4WD,,Petrol,,"17,320,725"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door HSE,2000,SUV,4WD,,Petrol,,"18,688,870"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door R Dynamic,2000,SUV,4WD,,Petrol,,"15,816,029"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door R Dynamic S,2000,SUV,4WD,,Petrol,,"17,061,378"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door R Dynamic SE,2000,SUV,4WD,,Petrol,,"17,935,920"
Range Rover Velar 2995cc T/C 340ps Petrol AWD Auto 5 Door R Dynamic HSE,2000,SUV,4WD,,Petrol,,"19,341,461"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door,2000,SUV,4WD,,Petrol,,"15,762,712"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door S,2000,SUV,4WD,,Petrol,,"17,008,060"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door SE,2000,SUV,4WD,,Petrol,,"17,882,603"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door HSE,2000,SUV,4WD,,Petrol,,"19,250,267"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door R Dynamic,2000,SUV,4WD,,Petrol,,"16,377,908"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door R Dynamic S,2000,SUV,4WD,,Petrol,,"17,623,256"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door R Dynamic SE,2000,SUV,4WD,,Petrol,,"18,497,798"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door R Dynamic HSE,2000,SUV,4WD,,Petrol,,"19,903,098"
Range Rover Velar 2995cc T/C 380ps Petrol AWD Auto 5 Door SVAutobiography Dyn,2000,SUV,4WD,,Petrol,,"24,465,435"
Range Rover V6  (380PS) SVAutobiography LWB,3000,ESTATE,4WD,,Petrol,,"46,371,740"
Freelander 1.8L,1800,S/WAGON,4WD,,Petrol,,"3,960,000"
Freelander 2,3190,S/WAGON,4WD,,Petrol,,"7,380,000"
Freelander 5DR 2.0L Diesel,2000,S/WAGON,4WD,,Diesel,,"4,400,000"
Freelander 5DR 2.0L Auto(II'E'),2000,S/WAGON,4WD,,Diesel,,"4,900,000"
Freelander 2.2D 5Dr SE,2200,S/WAGON,4WD,,Diesel,,"5,700,000"
Freelander 2.2D 5Dr HSE,2200,S/WAGON,4WD,,Diesel,,"5,900,000"
Freelander 2.0 K V6,2000,S/WAGON,4WD,,Diesel,,"4,100,000"
Freelander 2.5 K V6,2500,S/WAGON,4WD,,Petrol,,"5,125,000"
Freelander 2.2 TD4 S,2200,S/WAGON,4WD,,Diesel,,"6,200,000"
Freelander 2.2 TD4 SE,2200,S/WAGON,4WD,,Diesel,,"7,000,000"
Freelander 2.2 SD4 S,2200,S/WAGON,4WD,,Diesel,,"6,950,000"
Freelander 2.2 SD4 SE,2200,S/WAGON,4WD,,Diesel,,"8,500,000"
Freelander 2.2 SD4 HSE,2200,S/WAGON,4WD,,Diesel,,"8,900,000"
Freelander 2.0 Si4 Dynamic,2000,S/WAGON,4WD,,Petrol,,"7,500,000"
Freelander 2.0 Si4 HSE,2000,S/WAGON,4WD,,Petrol,,"7,900,000"
LEYLAND ,,,,,,,
,,,,,,,
80.14 C&C Turbo,140HP,TRK,2WD,,diesel,8T,"3,201,600"
90.16 C&C Turbo,160HP,TRK,2WD,,diesel,9.9T,"3,700,400"
15.18 C&C Turbo,180HP,TRK,2WD,,diesel,15T,"4,553,000"
15.18 Tipper,180HP,TRK,2WD,,diesel,15T,"5,202,600"
2516 Haulage,160HP,TRK,2WD,,diesel,25T,"4,988,000"
2516 Tipper CC Turbo,160HP,TRK,2WD,,diesel,25T,"5,800,000"
2516 Cement Mixer H/4C 6X4 6cumetre drum(shwing stetter) Turbo,160HP,TRK,2WD,,diesel,25T,"7,424,000"
2518 C&C,180HP,TRK,2WD,,diesel,25T,"5,249,000"
2518 Tipper,180HP,TRK,2WD,,diesel,25T,"5,904,400"
2523 Tipper,225HP,TRK,6X4,,diesel,25T,"7,899,600"
4923.00,225HP,PM,6X4,,diesel,49T,"6,960,000"
Eagle Bus,160HP,Bus,2WD,33,diesel,,"4,872,000"
4921 Tractor Turbo 210hp,210HP,PM,2WD,,diesel,49T,"5,800,000"
LYNX,120hp,Bus,2WD,41,diesel,,"3,500,000"
HAWK 43 Seater,130HP,Bus,2WD,43,diesel,,"5,800,000"
HAWK 46 Seater,130HP,Bus,2WD,46,diesel,,"6,090,000"
